Asset-name_Nom_du_bien,Street-number_Numéro-civique,Address_Adresse,City_Ville,Province-Code_Code-de-province,Province_Territory_Province_Territoire,Postal-code_Code-postal,Asbestos_Amiante
14 MacAleer Drive,14,MacAleer Drive,Charlottetown,PE,Prince Edward Island,C1E 2A1,No
VAC Records Management Centre,125,Maple Hills Avenue,Charlottetown,PE,Prince Edward Island,C1C 1P5,No
Charlottetown Airport,250,Maple Hills Avenue,Charlottetown,PE,Prince Edward Island,C1C 1N2,No
Royal Canadian Mounted Police Detachment (Maypoint Mall),153,Maypoint Road,Charlottetown,PE,Prince Edward Island,C1E 1X5,No
Cambridge Building,3,Queen Street,Charlottetown,PE,Prince Edward Island,C1A 4A2,No
250 Queen Street,250,Queen Street,Charlottetown,PE,Prince Edward Island,C1C 1N2,No
Sherwood Business Centre (Ellis and Birt),161,St. Peters Road,Charlottetown,PE,Prince Edward Island,C1A 5P7,No
Royal Bank Building,100,Sydney Street,Charlottetown,PE,Prince Edward Island,C1A 1G3,No
690 University Avenue,690,University Avenue,Charlottetown,PE,Prince Edward Island,C1E 1H6,No
Royal Canadian Mounted Police Headquarters 'L' Division - Main Building,450,University Avenue,Charlottetown,PE,Prince Edward Island,C1A 4P1,Yes
551 Main Street,551,Main Street,Montague,PE,Prince Edward Island,C0A 1R0,No
491 Main Street,491,Main Street,Montague,PE,Prince Edward Island,C0A 1R0,No
371 Main Street,371,Main Street,O'Leary,PE,Prince Edward Island,C0B 1V0,No
Building,15,Green Street,Souris,PE,Prince Edward Island,C0A 2B0,No
Fisheries Service Centre,30,MacPhee Avenue,Souris,PE,Prince Edward Island,C0A 2B0,No
Main Street Plaza,175,Main Street,Souris,PE,Prince Edward Island,C0A 2B0,No
CGI building,24,Stratford,Stratford,PE,Prince Edward Island,C1B 1T5,No
"57 Central Street, Summerside PE",57,Central Street,Summerside,PE,Prince Edward Island,C1N 3K0,No
Lot 24A,110,Industrial Crescent,Summerside,PE,Prince Edward Island,C1N 5N6,No
Building,149,Industrial Crescent,Summerside,PE,Prince Edward Island,C1N 5P8,Work in progress
Joseph A. Ghiz Building,275,Pope Road,Summerside,PE,Prince Edward Island,C1N 5Z7,No
Dalton Annex Building,100,School Street,Tignish,PE,Prince Edward Island,C0B 2B0,No
Complexe Jacques Gagnon Complex,100,Saint-Joseph Street South,Alma,QC,Quebec,G8B 7A6,No
Building,502,4th Street,Amos,QC,Quebec,J9T 1Y4,No
Building,309,Chassé Street,Asbestos,QC,Quebec,J1T 2B4,Yes
Building,300,Lasalle Boulevard,Baie-Comeau,QC,Quebec,G4Z 2K2,Work in progress
Carrefour Baie-Comeau,337,Lasalle Boulevard,Baie-Comeau,QC,Quebec,G4Z 2Z1,No
Building,955,Michèle-Bohec Boulevard,Blainville,QC,Quebec,J7G 5J6,No
Building,10,Jacques-Cartier Avenue,Blanc-Sablon,QC,Quebec,G0G 1C0,No
Building,540,D'Avaugour Street,Boucherville,QC,Quebec,J4B 0G6,No
Building,2501,Lapinière Boulevard,Brossard,QC,Quebec,J4Z 3P1,No
Building,3250,Lapinière Boulevard,Brossard,QC,Quebec,J4Z 3T8,No
Sénateur Thomas Lefèbvre Building,2,John et Leslie Street,Campbell's Bay,QC,Quebec,J0X 1K0,No
Building,120,De Gros Cap Road,Cap-aux-Meules,QC,Quebec,G4T 1R3,No
Building,380,Principal Road,Cap-aux-Meules,QC,Quebec,G0B 1B0,No
Federal building,235,Principale Street,Cap-aux-Meules,QC,Quebec,G0B 1B0,Yes
Building,8,Saint-Jacques Street North,Causapscal,QC,Quebec,G0J 1J0,No
Building,1899,Périgny Boulevard,Chambly,QC,Quebec,J3L 4C3,No
Federal building / Post Office Chandler,75,René-Lévesque Boulevard E,Chandler,QC,Quebec,G0C 1K0,Yes
Building,245,Saint-Jean-Baptiste Boulevard,Châteauguay,QC,Quebec,J6K 3C3,No
Chibougamau Post Office,623,3rd Street,Chibougamau,QC,Quebec,G8P 1P0,No
Building,345,Des Saguenéens Street,Chicoutimi,QC,Quebec,G7H 6K9,No
Federal building,100,Lafontaine Street,Chicoutimi,QC,Quebec,G7M 6X2,No
Location,457,Wolverine Street,Chisasibi,QC,Quebec,J0M 1E0,No
Building,289,Baldwin Street,Coaticook,QC,Quebec,J1A 2A2,No
Building,224,Du Sud Street,Cowansville,QC,Quebec,J2K 2X4,No
Building,1400,des Érables Street,Dolbeau-Mistassini,QC,Quebec,G8L 2W7,No
Building,100,Route 138,Donnacona,QC,Quebec,G3M 1B5,No
Dorval Square,185,Dorval Avenue,Dorval,QC,Quebec,H9S 5J9,No
"700 Leigh-Capreol Plaza, Dorval, QC",700,Leigh-Capreol Street,Dorval,QC,Quebec,H4Y 1G7,Yes
Building,2200,Reverchon Avenue,Dorval,QC,Quebec,H9P 2S7,No
Building,975,Roméo Vachon North,Dorval,QC,Quebec,H4Y 1H2,Yes
1175 Janelle St,1175,Janelle Street,Drummondville,QC,Quebec,J2C 3E2,No
Building,1100,René-Lévesque,Drummondville,QC,Quebec,J2C 5W4,No
Building,25,Route 138,Forestville,QC,Quebec,G0T 1E0,No
Frédérica Giroux Building,98,De la Reine Street,Gaspé,QC,Quebec,G4X 3B3,Yes
Federal building,120,De la Reine Street,Gaspé,QC,Quebec,G4X 2R2,Yes
Location,126,Gaspé Street,Gaspé,QC,Quebec,G4X 1A9,No
Government of Canada Building,194,Jacques-Cartier Street,Gaspé,QC,Quebec,G4X 1N2,No
Building,96,Sandy Beach Montée,Gaspé,QC,Quebec,G4X 2W4,Yes
Building,920,Saint-Joseph Boulevard,Gatineau,QC,Quebec,J8Z 1S9,No
Zigby Building,180,Principale Street,Granby,QC,Quebec,J2G 2V6,No
Complexe Robinson,82,Robinson Street South,Granby,QC,Quebec,J2G 7L4,No
Federal building,84,Du Carrefour Street,Grande-Rivière,QC,Quebec,G0C 1V0,Yes
Building,117,Hôtel-de-Ville Street,Grande-Rivière,QC,Quebec,G0C 1V0,No
Building,,Lot 500,Harrington Harbour,QC,Quebec,G0G 1N0,No
Federal building - Havre-Saint-Pierre,1340,De la digue Street,Havre-Saint-Pierre,QC,Quebec,G0C 1P0,No
Building,1038,Titane Street,Havre-Saint-Pierre,QC,Quebec,G0G 1P0,No
Complexe Joliette,46,Gauthier rue,Joliette,QC,Quebec,J6E 4J4,No
Building,3,Papineau Street,Joliette,QC,Quebec,J6E 9A1,No
3750 Du Royaume Boulevard,3750,Du Royaume Boulevard,Jonquière,QC,Quebec,G7X 0A4,Work in progress
Gilles Marceau Building,2251,René-Lévesque Boulevard,Jonquière,QC,Quebec,G7X 6K0,Yes
Building,,Lot S.L.S. 6-1 S.L.S.,Kahnawake,QC,Quebec,J0L 1B0,No
Building,541,Saint-Etienne Street,La Malbaie,QC,Quebec,G5A 1J3,No
Les Cours Painchaud,708,4th Avenue,La Pocatière,QC,Quebec,G0R 1Z0,No
Building,319,Principale Street,La Sarre,QC,Quebec,J9Z 1Z4,No
Building,290,Saint-Joseph Street,La Tuque,QC,Quebec,G9X 3Z8,No
Federal building,9,De l'Eglise Street North,Lacolle,QC,Quebec,J0J 1J0,Yes
Jeanne-Sauvé Building,1575,Chomedey Boulevard,Laval,QC,Quebec,H7V 2X2,No
Concorde Complex,3131,De la Concorde Boulevard East,Laval,QC,Quebec,H7E 4W4,No
Building,1041,Des Laurentides Boulevard,Laval,QC,Quebec,H7G 2W2,No
Building,3400,Jean-Béraud Avenue,Laval,QC,Quebec,H7T 2Z2,No
Place Laval Complex,3,Laval Place,Laval,QC,Quebec,H7N 1A2,Yes
Building,4,Laval Place,Laval,QC,Quebec,H7N 5Y3,Work in progress
Building,5550,Frontenac Street,Lac Megantic,QC,Quebec,G6B 1H5,Work in progress
Building,1091-2,de la Vernière Road,L'Étang-du-Nord,QC,Quebec,G4T 3E2,No
Building,50,Président-Kennedy Route,Lévis,QC,Quebec,G6V 6W8,Yes
Herelle Place,550,De Chambly Road,Longueuil,QC,Quebec,J4H 3L8,No
Place Montérégie,101,Roland-Therrien Boulevard,Longueuil,QC,Quebec,J4H 4B9,No
Complexe St-Charles,1111,Saint-Charles Street West,Longueuil,QC,Quebec,J4K 5G4,No
Health Protection Laboratory,1001,Saint-Laurent Street West,Longueuil,QC,Quebec,J4K 1C7,Yes
Building,1195,Tremblay Road,Longueuil,QC,Quebec,J4N 1R4,No
Building,1225,Saint-Charles Street,Longueuil,QC,Quebec,J4K 0B9,No
Albert Building,507,Marcel Street,Louiseville,QC,Quebec,J5V 1N1,No
Galeries Orford,1700,Sherbrooke Street,Magog,QC,Quebec,J1X 5B4,Yes
Les Galeries Maniwaki,100,Principale Street South,Maniwaki,QC,Quebec,J9E 3L4,No
René Tremblay Building,150,Dion Boulevard,Matane,QC,Quebec,G4W 3L7,Yes
Du Vieux Port Shopping Mall,750,Du Phare Avenue,Matane,QC,Quebec,G4W 3W8,No
Proservin Building,17660,Charles Street,Mirabel,QC,Quebec,J7J 0C3,No
Léonce-Lessard Building,1420,Saint-Catherine Street West,Montréal,QC,Quebec,H3G 1R3,Yes
Building,431,De la Madone Street,Mont-Laurier,QC,Quebec,J9L 1S1,Yes
Building,37,Sainte-Brigitte Avenue South,Montmagny,QC,Quebec,G5V 2Y3,No
Building,6,Saint-Jean-Baptiste Street East,Montmagny,QC,Quebec,G5V 1J7,No
715 Peel,715,715 Peel / 1010 St-Antoine | 1010 St-Antoine | 1025 St-Jacques,Montréal,QC,Quebec,H3C 4H6,Yes
Dominique Ducharme Building,105,105 McGIll Street/400 D'Youville Place,Montréal,QC,Quebec,H2Y 3N4,Yes
Building,550,Beaumont,Montréal,QC,Quebec,H3N 1V1,No
Normand-Maurice Building,740,Bel-Air Street,Montréal,QC,Quebec,H4C 2K3,No
Building,1501,De Bleury Street,Montréal,QC,Quebec,H5A 2J2,Work in progress
Place Bonaventure,800,De la Gauchetière Street West,Montréal,QC,Quebec,H5A 1L6,Yes
5151 De la Savane St,5151,De la Savane Street,Montréal,QC,Quebec,H4P 1V1,No
Building,1001,De Maisonneuve Boulevard East,Montréal,QC,Quebec,H2L 4P9,Yes
Building,505,De Maisonneuve Boulevard West,Montréal,QC,Quebec,H3A 3C2,No
Building,1625,De Maisonneuve Boulevard West,Montréal,QC,Quebec,H3H 2N4,No
Building,5160,Décarie Boulevard,Montréal,QC,Quebec,H3X 2H9,Yes
Building,2350,Dickson Street,Montréal,QC,Quebec,H1N 3T1,Yes
Building,1501,McGill Avenue,Montréal,QC,Quebec,H3A 3M8,Yes
Building,30,McGill Street,Montréal,QC,Quebec,H2Y 3Z7,No
Edifice Sun Life,1155,Metcalfe Street,Montréal,QC,Quebec,H3B 2V6,Yes
Place de la Justice Building,1,Notre-Dame Street East,Montréal,QC,Quebec,H2Y 1B6,Yes
Dominion Square Building,1255,Peel Street,Montréal,QC,Quebec,H3B 2T9,No
Building,2030,Pie IX Boulevard,Montréal,QC,Quebec,H1V 2C8,No
Building,2901,Rachel Street East,Montréal,QC,Quebec,H1W 4A4,No
Guy-Fravreau Complexe (East Tower),200,René-Lévesque Boulevard West,Montréal,QC,Quebec,H2Z 1X4,Yes
Guy-Fravreau Complexe (West Tower),200,René-Lévesque Boulevard West,Montréal,QC,Quebec,H2Z 1X4,Yes
Building,305,René-Lévesque Boulevard West,Montréal,QC,Quebec,H2Z 1A6,Yes
Building,800,René-Lévesque Boulevard West,Montréal,QC,Quebec,H3B 1X9,Yes
London Life Place,2001,Robert-Bourassa Boulevard,Montréal,QC,Quebec,H3A 2A6,Yes
"865 Saint-Antoine W, Montréal, QC",865,Saint-Antoine Street,Montréal,QC,Quebec,H3C 1A6,Yes
Parkade Building,2021,Union Street,Montréal,QC,Quebec,H3A 2S9,Yes
Stock Exchange Tower,800,Victoria Square,Montréal,QC,Quebec,H4Z 1J2,Yes
Paco Building,928,Wellington Street,Montréal,QC,Quebec,H3C 1T8,No
New Richmond Post Office,152,Perron Boulevard West,New Richmond,QC,Quebec,G0C 2B0,Yes
Building,13313,Sherbrooke Street East,Pointe-aux-Trembles,QC,Quebec,H1A 1C2,No
Building,6500,Trans-Canadienne Highway,Pointe-Claire,QC,Quebec,H9R 0A5,No
Fairview shopping center,6815,Trans-Canadienne Highway,Pointe-Claire,QC,Quebec,H9R 1C4,Yes
Building,1305,Blizzard Street,Québec,QC,Quebec,G2K 0A1,No
René-Nicolas Levasseur Building,94,Dalhousie Street,Québec,QC,Quebec,G1K 4B8,Yes
Louis Pratt Building,104,Dalhousie Street,Québec,QC,Quebec,G1K 4B8,Yes
John Munn Building,112,Dalhousie Street,Québec,QC,Quebec,G1K 4C1,Yes
Vieux-Port Annex,,Dalhousie Street,Québec,QC,Quebec,G1K 4C1,No
Customs Building,130,Dalhousie Street,Québec,QC,Quebec,G1K 4C4,Yes
Building,979,De Bourgogne Street,Québec,QC,Quebec,G1W 2L4,No
QC Québec - Rue De la Gare du Palais,,De la Gare du Palais Street,Québec,QC,Quebec,G1K 3X2,No
Government of Canada Building,,De la Gare du Palais Street,Québec,QC,Quebec,G1K 3X2,No
Federal building,330,De la Gare du Palais Street,Québec,QC,Quebec,G1K 3X2,Yes
Building,1020,De L'Église Route,Québec,QC,Quebec,G1V 5A7,Yes
Building,442,Des Cordillères Avenue,Québec,QC,Quebec,G1C 5C4,No
New Quebec Building (Emphyteusis Agreement),1550,d'Estimauville Avenue,Québec,QC,Quebec,G1J 5E9,No
Louis St-Laurent Building,3,Du Chien-d'Or Crossing,Québec,QC,Quebec,G1R 4V7,Yes
Building,220,Fortin Street,Québec,QC,Quebec,G1M 3S5,No
The Citadelle,,Governor General's Residence,Québec,QC,Quebec,G1R 4V7,Yes
Tour Cominar,2640,Laurier Boulevard,Québec,QC,Quebec,G1V 5C2,No
Complexe Jules Dallaire,2828,Laurier Boulevard,Québec,QC,Quebec,G1V 0B9,No
Place Iberville IV,2954,Laurier Boulevard,Québec,QC,Quebec,G1V 4T2,No
Building,825,Lebourgneuf Boulevard,Québec,QC,Quebec,G2J 1C3,No
Building,1125,Lebourgneuf Boulevard,Québec,QC,Quebec,G2K 0J2,No
Building,2500,Montmorency Boulevard,Québec,QC,Quebec,G1J 5C7,No
Building,1780,Newton Avenue,Québec,QC,Quebec,G1P 4J4,No
Building,915,Philippe-Paradis Street,Québec,QC,Quebec,G1N 4E3,No
Building,2990,Pierre-Péladeau Avenue,Québec,QC,Quebec,H7T 0B1,No
Vieux-Port,,Pointe-à-Carcy,Québec,QC,Quebec,G1K 8M5,No
Building,150,René-Lévesque Boulevard,Québec,QC,Quebec,G1R 1B4,Yes
Building,5000,Rideau Street,Québec,QC,Quebec,G2E 6B5,No
Complexe Place Jacques Cartier,320,Saint Joseph Street East,Québec,QC,Quebec,G1K 8G5,Yes
Building,280,Saint.Dominique Street,Québec,QC,Quebec,G1K 6R1,Yes
Eastern Quebec Tax Services Office,2575,Sainte-Anne Boulevard,Québec,QC,Quebec,G1J 1Y5,No
Building,1245,Sainte-Foy Road,Québec,QC,Quebec,G1S 4P2,Yes
Building,1825,Semple Street,Québec,QC,Quebec,G1N 4B8,Yes
Armoury - Quebec City (Under construction),805,Wilfrid-Laurier Avenue,Québec,QC,Quebec,G1R 2L5,Yes
Building,667,Notre-Dame Street,Repentigny,QC,Quebec,J6A 2W5,No
Federal building,180,De la Cathédrale Avenue,Rimouski,QC,Quebec,G5L 5H9,Yes
Building,180,Des Gouverneurs Street,Rimouski,QC,Quebec,G5L 7R2,No
Building,287,Pierre-Saindon Street,Rimouski,QC,Quebec,G5L 9A7,No
St-Laurent Place,70,Saint-Germain Street East,Rimouski,QC,Quebec,G5L 7J9,Yes
Building,299,Lafontaine Street,Riviere-du-Loup,QC,Quebec,G7H 4T7,Yes
Plaza Roberval,755,Saint-Joseph Boulevard,Roberval,QC,Quebec,G8H 2L4,No
Federal building,44,Du Lac Avenue,Rouyn-Noranda,QC,Quebec,J9X 4N3,Yes
Réal-Caouette Building,151,Du Lac Avenue,Rouyn-Noranda,QC,Quebec,J9X 4N6,Yes
Le 255 Building,255,Racine Street East,Saguenay,QC,Quebec,G7H 7L2,No
Building,98-100,Racine Street East,Saguenay,QC,Quebec,G7H 1R1,Yes
Building,337,Guay Street,Saint-Bernard -de-Lacolle,QC,Quebec,J0J 1V0,Work in progress
Building,1400,Marie-Victorin Boulevard,Saint-Bruno-de-Montarville,QC,Quebec,J3V 6B9,No
Building,118,Principale Street East,Sainte-Agathe-des-Monts,QC,Quebec,J8C 1K1,No
Édifice J.C. Lepage,230,1st Avenue West,Sainte-Anne-des-Monts,QC,Quebec,G4V 1E2,No
Building,26-42,Du Parc Route,Sainte-Anne-des-Monts,QC,Quebec,G0E 2G0,No
Building,252,Sainte-Anne Boulevard,Sainte-Anne-des-Monts,QC,Quebec,G4V 1N4,No
Des Monts Building,10,Ste-Anne Boulevard West,Sainte-Anne-des-Monts,QC,Quebec,G4V 1P3,No
Building,3229,Des-Quatre-Bourgeois Road,Sainte-Foy,QC,Quebec,G1W 0C1,Yes
Maison de L'Emploi,100,Ducharme Boulevard,Sainte-Thérèse,QC,Quebec,J7E 1X2,No
Building,250,Arthur-Sauvé Boulevard,Saint-Eustache,QC,Quebec,J7R 2H9,No
Place Centre Ville,11400,1st Avenue East,Saint-Georges,QC,Quebec,G5Y 5S4,Yes
Les Galeries St-Hyacinthe,3225,Cusson Street,Saint-Hyacinthe,QC,Quebec,J2S 0H7,No
Centre commercial St-Luc St-Jean,1235,Douglas Street,Saint-jean-sur-Richelieu,QC,Quebec,J2W 1C7,No
Les Laurentides Gallery,500,Des Laurentides Boulevard,Saint-Jérôme,QC,Quebec,J7Z 4M2,No
National Film Board Building 'B',3155,Côte-de-liesse Road,Saint-Laurent,QC,Quebec,H4N 2N4,Yes
National Film Board Building Normand-Mclaren - National Film Board 'A',3155,Côte-de-liesse Road,Saint-Laurent,QC,Quebec,H4N 2N4,Yes
National Film Board Building 'E',3155,Côte-de-liesse Road,Saint-Laurent,QC,Quebec,H4N 2N4,Yes
National Film Board Building 'C',3155,Côte-de-liesse Road,Saint-Laurent,QC,Quebec,H4N 2N4,Yes
National Film Board Building 'D',3155,Côte-de-liesse Road,Saint-Laurent,QC,Quebec,H4N 2N4,Yes
Building,4725,Cousens Street,Saint-Laurent,QC,Quebec,H4S 1X5,Work in progress
National Film Board Building John-Grierson - National Film Board 'F',125,Houde Street,Saint-Laurent,QC,Quebec,H4N 2N4,Yes
Building,2089,Marcel-Laurin Street,Saint-Laurent,QC,Quebec,H4R 1K4,No
Government of Canada Building,655,Montée-de-liesse Street,Saint-Laurent,QC,Quebec,H4T 1P5,Yes
Complexe Le Baron,6020,Jean-Talon Street East,Saint-Léonard,QC,Quebec,H1S 3B1,No
Building,9177,Langelier Boulevard,Saint-Léonard,QC,Quebec,H1P 3K9,No
Building,63,Champlain Street,Salaberry-de-Valleyfield,QC,Quebec,J6T 1X4,Yes
Schefferville Airport Hangar,Block 8,Aéroport de Schefferville,Schefferville,QC,Quebec,G0G 2T0,No
Building,240,Jolliet Avenue,Sept-Îles,QC,Quebec,G4R 2A9,No
Jos-Hébert Building,701,Laure Boulevard,Sept-Îles,QC,Quebec,G4R 1X8,Yes
185 Napoléon Street,6-185,Napoléon Street,Sept-Îles,QC,Quebec,G4R 3M5,No
Building,4610,George Bornais Avenue,Shawinigan,QC,Quebec,G9N 6T5,No
Government of Canada Building - Taxation Data Centre,4695,12th Avenue,Shawinigan,QC,Quebec,G9N 7V9,Yes
Building,702,5ème Rue Street,Shawinigan,QC,Quebec,G9N 1E9,No
Centre commercial La Promenade,444,5th Street,Shawinigan,QC,Quebec,G9N 1E6,No
"395 De la Station Ave, Shawinigan, QC",395,De la Station Avenue,Shawinigan,QC,Quebec,G9N 1V8,No
Building,3299,Industriel Boulevard,Sherbrooke,QC,Quebec,J1L 2E9,Yes
Jacques-Cartier Square,1650,King Street West,Sherbrooke,QC,Quebec,J1J 2C3,Yes
Royal Bank Building,2665,King Street West,Sherbrooke,QC,Quebec,J1L 2G5,No
Government of Canada Building,50,Place de la cité,Sherbrooke,QC,Quebec,J1H 4G9,Yes
Building,202,Wellington Street North,Sherbrooke,QC,Quebec,J1H 5B7,No
Building,101,Augusta Street,Sorel-Tracy,QC,Quebec,J3P 1A8,No
Building,182,De l'Eglise Street,Tadoussac,QC,Quebec,G0T 2A0,Yes
Building,454,Du Bateau-Passeur Street,Tadoussac,QC,Quebec,G0T 2A0,No
Building,835,Montée-Masson,Terrebonne,QC,Quebec,J6W 2C7,No
Building,350,Frontenac Boulevard West,Thetford Mines,QC,Quebec,G6G 6N7,No
Le Bourg du Fleuve Complex,25-55,Des Forges Boulevard,Trois-Rivières,QC,Quebec,G9A 2G4,Yes
Building,125,Des Forges Street,Trois-Rivières,QC,Quebec,G9A 2G7,No
Building,1660,Royale Street,Trois-Rivières,QC,Quebec,G9A 4K3,No
Building,2250,Saint-Olivier Street,Trois-Rivières,QC,Quebec,G9A 4E9,Yes
Building,906,5th Avenue,Val-d'Or,QC,Quebec,J9P 1B9,No
Building,400,Centrale Avenue,Val-d'Or,QC,Quebec,J9P 1P3,No
Centre Vaudreuil,2555,Dutrisac Street,Vaudreuil-Dorion,QC,Quebec,J7V 7E6,No
Wellington Complex,4110,Wellington Street,Verdun,QC,Quebec,H4G 1V7,No
Building,184,Bois-Francs Boulevard North,Victoriaville,QC,Quebec,G6P 9C3,No
Building,1111,Jutras Boulevard,Victoriaville,QC,Quebec,G6P 0A1,Work in progress
Building,84,Labbé Boulevard South,Victoriaville,QC,Quebec,G6S 1K4,No
Building,69,Sainte-Anne Street,Ville-Marie,QC,Quebec,J9V 2B6,No
4225 Dorchester Boulevard West,4225,Dorchester Boulevard West,Westmount,QC,Quebec,H3Z 1V5,Yes
Coach and Wilson House,,Meech Lake Road,Chelsea,QC,Quebec,J0X 1N0,Yes
L'Atrium,85,Bellehumeur Street,Gatineau,QC,Quebec,J8T 8B7,No
Bisson Centre,115,Bisson Street,Gatineau,QC,Quebec,J8Y 5M2,Yes
Asticou Centre - Block 100,241,Cité-des-Jeunes Boulevard,Gatineau,QC,Quebec,J8Y 6L2,Yes
Building,210,Champlain Street,Gatineau,QC,Quebec,J8X 3R5,No
"Place Montcalm, Phase III",70,Crémazie Street,Gatineau,QC,Quebec,J8Y 3P2,No
"455 de la Carrière Blvd, Gatineau, QC",455,de la Carrière Boulevard,Gatineau,QC,Quebec,J8Y 6V7,Yes
Building,480,de la Cité Boulevard,Gatineau,QC,Quebec,J8T 8R3,No
550 de la Cité Boulevard,550,de la Cité Boulevard,Gatineau,QC,Quebec,J8T 0A7,No
Les Promenades de l'Outaouais,85,de la Savane Road,Gatineau,QC,Quebec,J8T 8L5,No
200 boulevard de la Technologie,200,de la Technologie Boulevard,Gatineau,QC,Quebec,J8Z 3H6,No
Rosdev de Ville,105,de l'Hôtel-de-Ville Street,Gatineau,QC,Quebec,J8X 4H7,Yes
Place du Portage Phase II,165,de l'Hôtel-de-Ville Street,Gatineau,QC,Quebec,K1A 0J2,Yes
Old Zellers Building,555,des Entreprises Avenue,Gatineau,QC,Quebec,J8R 2Z8,No
189 Deveault Street,189,Deveault Street,Gatineau,QC,Quebec,J8Z 1S7,No
Gatineau Preservation Centre,625,du Carrefour Boulevard,Gatineau,QC,Quebec,J8T 8L8,No
Les Terrasses de la Chaudière - Central Building,1,du Portage Avenue,Gatineau,QC,Quebec,K1A 0N2,Yes
Place du Centre Office Tower (3rd floor and above),200,du Portage Avenue,Gatineau,QC,Quebec,J8X 4B7,No
"22 Eddy St, Gatineau, QC",22,Eddy Street,Gatineau,QC,Quebec,J8X 2V6,Yes
Les Terrasses de la Chaudière - J. Léger Building,25/15,Eddy Street,Gatineau,QC,Quebec,J8X 4B5,Yes
Marois Building,15,Gamelin Boulevard,Gatineau,QC,Quebec,J8Y 6N5,No
Place du Portage Phase III,11,Laurier Street,Gatineau,QC,Quebec,K1A 0S5,Yes
72 Laval Street,72,Laval Street,Gatineau,QC,Quebec,J8X 3H3,No
Building,2,Montcalm Street,Gatineau,QC,Quebec,J8X 2L8,Yes
Centre Montclair,9,Montclair Street,Gatineau,QC,Quebec,J8Y 2E2,No
Office Building,80,Noel Street,Gatineau,QC,Quebec,J8Z 0A1,No
Office Building,95,Noel Street,Gatineau,QC,Quebec,J8Z 0A1,Work in progress
Canadian Museum of Nature - Curatorial Centre,1770,Pink Road,Gatineau,QC,Quebec,J9J 3N7,Yes
100 Promenade du Portage,100,Portage Parkway,Gatineau,QC,Quebec,J8X 2K1,No
Place des Explorateurs,191,Portage Parkway,Gatineau,QC,Quebec,J8X 2K6,No
Place du Centre,200,Portage Parkway,Gatineau,QC,Quebec,J8X 4B7,No
Place du Portage Phase IV,140,Promenade du Portage Avenue,Gatineau,QC,Quebec,K1A 0M3,Yes
National Printing Bureau - Structure,45,Sacré-Coeur Boulevard,Gatineau,QC,Quebec,J8X 1C6,Yes
Government of Canada Building - Central Heating Plant Cdn Govt Printing Bureau,45,Sacré-Coeur Boulevard,Gatineau,QC,Quebec,J8X 1C6,Yes
National Printing Bureau,45,Sacré-Coeur Boulevard,Gatineau,QC,Quebec,J8X 1C6,Yes
Fontaine Building,200,Sacré-Coeur Boulevard,Gatineau,QC,Quebec,J8X 4C8,No
Saint Joseph Centre,259,Saint-Joseph Boulevard,Gatineau,QC,Quebec,J8Y 6T1,No
Galeries de Hull,320,Saint-Joseph Boulevard,Gatineau,QC,Quebec,J8Y 3Y8,Work in progress
Place Vincent Massey,351,Saint-Joseph Boulevard,Gatineau,QC,Quebec,J8Y 3Z5,No
Village Place Cartier Shopping Centre,425,Saint-Joseph Boulevard,Gatineau,QC,Quebec,J8Y 3Z8,No
Richelieu,975,Saint-Joseph Boulevard,Gatineau,QC,Quebec,J8Z 1W8,Yes
1040 Saint-Joseph,1040,Saint-Joseph Boulevard,Gatineau,QC,Quebec,J8Z 1T3,No
22 de Varennes Street,22,Varennes Street,Gatineau,QC,Quebec,J8T 8R1,No
29 de Varennes Street,29,Varennes Street,Gatineau,QC,Quebec,J8T 8R1,No
30 Victoria Street,30,Victoria Street,Gatineau,QC,Quebec,J8X 4H7,No
Place du Portage Phase I,50,Victoria Street,Gatineau,QC,Quebec,J8X 3X1,Yes
Les Terrasses de la Chaudière - Garage,6,Wellington Street,Gatineau,QC,Quebec,J8X 2L3,Yes
Les Terrasses de la Chaudière - North Building,10,Wellington Street,Gatineau,QC,Quebec,K1A 0H3,Yes
Graham Spry,250,Lanark Avenue,Ottawa,ON,Ontario,K1Z 6R5,Yes
Central Heating Plant Confederation Heights,501,501 Heron Road | 301 Heron Road,Ottawa,ON,Ontario,K1A 0M3,Yes
900 Ages Drive,900,Ages Drive,Ottawa,ON,Ontario,K1G 6B3,No
950 Ages Drive,950,Ages Drive,Ottawa,ON,Ontario,K1G 6B3,No
Macdonald-Cartier Int'l Airport - New Terminal Bld,1000,Airport Parkway,Ottawa,ON,Ontario,K1V 9B4,No
Albert-Bank Building,250,Albert Street,Ottawa,ON,Ontario,K1P 6M1,No
Kent Square Building,255,Albert Street,Ottawa,ON,Ontario,K1P 6A9,No
The New Two Seventy Building,270,Albert Street,Ottawa,ON,Ontario,K1P 5G8,No
Constitution Square - Tower III,340,Albert Street,Ottawa,ON,Ontario,K1R 7Y6,No
Constitution Square - Tower I,360,Albert Street,Ottawa,ON,Ontario,K1R 7X7,No
Auriga Corporate Centre,38,Auriga Drive,Ottawa,ON,Ontario,K2E 8A5,No
Sun Life Financial Centre - West Tower,99,Bank Street,Ottawa,ON,Ontario,K1P 6B9,Yes
Jackson Building,122,Bank Street,Ottawa,ON,Ontario,K1P 5N6,Yes
Co-operative House,275,Bank Street,Ottawa,ON,Ontario,K2P 2L6,No
